acronym,cutting_plane,Section_Data_ID,URL,entrez.id,homologous_human_ID
Adamts17,sagittal,70566118,http://api.brain-map.org/grid_data/download/70566118?include=energy,233332,170691
Adamts18,coronal,75651128,http://api.brain-map.org/grid_data/download/75651128?include=energy,208936,170692
Adamts18,sagittal,69514798,http://api.brain-map.org/grid_data/download/69514798?include=energy,208936,170692
Adamts19,coronal,73635973,http://api.brain-map.org/grid_data/download/73635973?include=energy,240322,171019
Adamts19,sagittal,70230795,http://api.brain-map.org/grid_data/download/70230795?include=energy,240322,171019
Adamts2,sagittal,77799051,http://api.brain-map.org/grid_data/download/77799051?include=energy,216725,9509
Adamts2,coronal,71924385,http://api.brain-map.org/grid_data/download/71924385?include=energy,216725,9509
Adamts2,sagittal,70528198,http://api.brain-map.org/grid_data/download/70528198?include=energy,216725,9509
Adamts20,sagittal,69514804,http://api.brain-map.org/grid_data/download/69514804?include=energy,223838,80070
Adamts3,sagittal,73834559,http://api.brain-map.org/grid_data/download/73834559?include=energy,330119,9508
Adamts4,sagittal,68158080,http://api.brain-map.org/grid_data/download/68158080?include=energy,240913,9507
Adamts4,sagittal,81600096,http://api.brain-map.org/grid_data/download/81600096?include=energy,240913,9507
Adamts4,coronal,71836845,http://api.brain-map.org/grid_data/download/71836845?include=energy,240913,9507
Adamts5,sagittal,77931973,http://api.brain-map.org/grid_data/download/77931973?include=energy,23794,11096
Adamts6,sagittal,74513929,http://api.brain-map.org/grid_data/download/74513929?include=energy,108154,11174
Adamts7,sagittal,70724535,http://api.brain-map.org/grid_data/download/70724535?include=energy,108153,11173
Adamts8,coronal,73925719,http://api.brain-map.org/grid_data/download/73925719?include=energy,30806,11095
Adamts8,sagittal,69514810,http://api.brain-map.org/grid_data/download/69514810?include=energy,30806,11095
Adamts9,sagittal,75214740,http://api.brain-map.org/grid_data/download/75214740?include=energy,101401,56999
Adamtsl1,sagittal,73811567,http://api.brain-map.org/grid_data/download/73811567?include=energy,77739,92949
Adamtsl2,sagittal,69514410,http://api.brain-map.org/grid_data/download/69514410?include=energy,77794,9719
Adamtsl2,coronal,74881352,http://api.brain-map.org/grid_data/download/74881352?include=energy,77794,9719
Adamtsl3,coronal,73925720,http://api.brain-map.org/grid_data/download/73925720?include=energy,269959,57188
Adamtsl3,sagittal,70228083,http://api.brain-map.org/grid_data/download/70228083?include=energy,269959,57188
Adamtsl3,sagittal,70946212,http://api.brain-map.org/grid_data/download/70946212?include=energy,269959,57188
Adamtsl4,sagittal,69838742,http://api.brain-map.org/grid_data/download/69838742?include=energy,229595,54507
Adamtsl5,coronal,71063847,http://api.brain-map.org/grid_data/download/71063847?include=energy,66548,339366
Adamtsl5,sagittal,68744821,http://api.brain-map.org/grid_data/download/68744821?include=energy,66548,339366
Adap1,coronal,74658055,http://api.brain-map.org/grid_data/download/74658055?include=energy,231821,11033
Adap1,sagittal,69548819,http://api.brain-map.org/grid_data/download/69548819?include=energy,231821,11033
Adap2,sagittal,71579873,http://api.brain-map.org/grid_data/download/71579873?include=energy,216991,55803
Adar,sagittal,68845400,http://api.brain-map.org/grid_data/download/68845400?include=energy,56417,103
Adarb1,coronal,73636040,http://api.brain-map.org/grid_data/download/73636040?include=energy,110532,104
Adarb1,sagittal,70793995,http://api.brain-map.org/grid_data/download/70793995?include=energy,110532,104
Adarb1,sagittal,71495666,http://api.brain-map.org/grid_data/download/71495666?include=energy,110532,104
Adarb1,coronal,72109379,http://api.brain-map.org/grid_data/download/72109379?include=energy,110532,104
Adarb1,sagittal,71161387,http://api.brain-map.org/grid_data/download/71161387?include=energy,110532,104
Adarb2,sagittal,70946222,http://api.brain-map.org/grid_data/download/70946222?include=energy,94191,105
Adarb2,coronal,73925721,http://api.brain-map.org/grid_data/download/73925721?include=energy,94191,105
Adat1,sagittal,638703,http://api.brain-map.org/grid_data/download/638703?include=energy,30947,23536
Adat2,sagittal,68745173,http://api.brain-map.org/grid_data/download/68745173?include=energy,66757,134637
Adc,sagittal,72182963,http://api.brain-map.org/grid_data/download/72182963?include=energy,242669,113451
Adck1,sagittal,80514097,http://api.brain-map.org/grid_data/download/80514097?include=energy,72113,57143
Adck2,sagittal,70717988,http://api.brain-map.org/grid_data/download/70717988?include=energy,57869,90956
Adck3,sagittal,67881751,http://api.brain-map.org/grid_data/download/67881751?include=energy,67426,56997
Adck4,coronal,70743880,http://api.brain-map.org/grid_data/download/70743880?include=energy,76889,79934
Adck4,sagittal,686208,http://api.brain-map.org/grid_data/download/686208?include=energy,76889,79934
Adck5,sagittal,75990662,http://api.brain-map.org/grid_data/download/75990662?include=energy,268822,203054
Adcy1,sagittal,71212473,http://api.brain-map.org/grid_data/download/71212473?include=energy,432530,107
Adcy10,sagittal,71281268,http://api.brain-map.org/grid_data/download/71281268?include=energy,271639,55811
Adcy2,coronal,79567501,http://api.brain-map.org/grid_data/download/79567501?include=energy,210044,108
Adcy2,coronal,73,http://api.brain-map.org/grid_data/download/73?include=energy,210044,108
Adcy2,sagittal,68192998,http://api.brain-map.org/grid_data/download/68192998?include=energy,210044,108
Adcy3,coronal,75,http://api.brain-map.org/grid_data/download/75?include=energy,104111,109
Adcy3,sagittal,76,http://api.brain-map.org/grid_data/download/76?include=energy,104111,109
Adcy4,sagittal,68341418,http://api.brain-map.org/grid_data/download/68341418?include=energy,104110,196883
Adcy4,coronal,77,http://api.brain-map.org/grid_data/download/77?include=energy,104110,196883
Adcy4,coronal,73512495,http://api.brain-map.org/grid_data/download/73512495?include=energy,104110,196883
Adcy4,sagittal,78,http://api.brain-map.org/grid_data/download/78?include=energy,104110,196883
Adcy5,coronal,79,http://api.brain-map.org/grid_data/download/79?include=energy,224129,111
Adcy5,sagittal,80,http://api.brain-map.org/grid_data/download/80?include=energy,224129,111
Adcy6,sagittal,82,http://api.brain-map.org/grid_data/download/82?include=energy,11512,112
Adcy6,coronal,81,http://api.brain-map.org/grid_data/download/81?include=energy,11512,112
Adcy7,coronal,2017,http://api.brain-map.org/grid_data/download/2017?include=energy,11513,113
Adcy7,sagittal,2018,http://api.brain-map.org/grid_data/download/2018?include=energy,11513,113
Adcy7,coronal,79488953,http://api.brain-map.org/grid_data/download/79488953?include=energy,11513,113
Adcy8,sagittal,74514237,http://api.brain-map.org/grid_data/download/74514237?include=energy,11514,114
Adcy8,coronal,77280540,http://api.brain-map.org/grid_data/download/77280540?include=energy,11514,114
Adcy9,coronal,83,http://api.brain-map.org/grid_data/download/83?include=energy,11515,115
Adcy9,sagittal,84,http://api.brain-map.org/grid_data/download/84?include=energy,11515,115
Adcyap1,coronal,74511882,http://api.brain-map.org/grid_data/download/74511882?include=energy,11516,116
Adcyap1,sagittal,70523740,http://api.brain-map.org/grid_data/download/70523740?include=energy,11516,116
Adcyap1r1,sagittal,69236777,http://api.brain-map.org/grid_data/download/69236777?include=energy,11517,117
Adcyap1r1,coronal,74988667,http://api.brain-map.org/grid_data/download/74988667?include=energy,11517,117
Add1,sagittal,68631935,http://api.brain-map.org/grid_data/download/68631935?include=energy,11518,118
Add2,sagittal,70230801,http://api.brain-map.org/grid_data/download/70230801?include=energy,11519,119
Add3,sagittal,68795422,http://api.brain-map.org/grid_data/download/68795422?include=energy,27360,120
Adh1,sagittal,68341519,http://api.brain-map.org/grid_data/download/68341519?include=energy,11522,126
Adh4,sagittal,75988240,http://api.brain-map.org/grid_data/download/75988240?include=energy,26876,127
Adh5,sagittal,75988241,http://api.brain-map.org/grid_data/download/75988241?include=energy,11532,128
Adh6a,sagittal,70230807,http://api.brain-map.org/grid_data/download/70230807?include=energy,69117,NA
Adh6b,sagittal,70566029,http://api.brain-map.org/grid_data/download/70566029?include=energy,100417514,NA
Adh7,sagittal,68745384,http://api.brain-map.org/grid_data/download/68745384?include=energy,11529,131
Adhfe1,sagittal,69170300,http://api.brain-map.org/grid_data/download/69170300?include=energy,76187,137872
Adi1,sagittal,633688,http://api.brain-map.org/grid_data/download/633688?include=energy,104923,55256
Adig,sagittal,69835567,http://api.brain-map.org/grid_data/download/69835567?include=energy,246747,NA
Adipoq,sagittal,68545033,http://api.brain-map.org/grid_data/download/68545033?include=energy,11450,9370
Adipor1,sagittal,68203455,http://api.brain-map.org/grid_data/download/68203455?include=energy,72674,51094
Adipor1,coronal,61210,http://api.brain-map.org/grid_data/download/61210?include=energy,72674,51094
Adipor2,sagittal,69549165,http://api.brain-map.org/grid_data/download/69549165?include=energy,68465,79602
Adk,coronal,70928196,http://api.brain-map.org/grid_data/download/70928196?include=energy,11534,132
Adm,sagittal,68667655,http://api.brain-map.org/grid_data/download/68667655?include=energy,11535,133
Adm,coronal,74819251,http://api.brain-map.org/grid_data/download/74819251?include=energy,11535,133
Adm2,sagittal,71569298,http://api.brain-map.org/grid_data/download/71569298?include=energy,223780,79924
Adnp,sagittal,70919764,http://api.brain-map.org/grid_data/download/70919764?include=energy,11538,23394
Adnp2,sagittal,68196915,http://api.brain-map.org/grid_data/download/68196915?include=energy,240442,22850
Adora1,sagittal,73496905,http://api.brain-map.org/grid_data/download/73496905?include=energy,11539,134
Adora2a,sagittal,69855739,http://api.brain-map.org/grid_data/download/69855739?include=energy,11540,135
Adora2a,sagittal,70813257,http://api.brain-map.org/grid_data/download/70813257?include=energy,11540,135
Adora2a,coronal,72109410,http://api.brain-map.org/grid_data/download/72109410?include=energy,11540,135
Adora2b,sagittal,69855773,http://api.brain-map.org/grid_data/download/69855773?include=energy,11541,136
Adora3,sagittal,75828188,http://api.brain-map.org/grid_data/download/75828188?include=energy,11542,140
Adora3,sagittal,69236801,http://api.brain-map.org/grid_data/download/69236801?include=energy,11542,140
Adpgk,sagittal,68193068,http://api.brain-map.org/grid_data/download/68193068?include=energy,72141,83440
Adprh,sagittal,71608214,http://api.brain-map.org/grid_data/download/71608214?include=energy,11544,141
Adprhl1,sagittal,69837099,http://api.brain-map.org/grid_data/download/69837099?include=energy,234072,113622
Adprhl2,sagittal,68920719,http://api.brain-map.org/grid_data/download/68920719?include=energy,100206,54936
Adra1a,coronal,75042247,http://api.brain-map.org/grid_data/download/75042247?include=energy,11549,148
Adra1a,sagittal,74277700,http://api.brain-map.org/grid_data/download/74277700?include=energy,11549,148
Adra1a,sagittal,71152437,http://api.brain-map.org/grid_data/download/71152437?include=energy,11549,148
Adra1d,sagittal,69236807,http://api.brain-map.org/grid_data/download/69236807?include=energy,11550,146
Adra1d,coronal,72119628,http://api.brain-map.org/grid_data/download/72119628?include=energy,11550,146
Adra2a,sagittal,70723343,http://api.brain-map.org/grid_data/download/70723343?include=energy,11551,150
Adra2a,coronal,73615550,http://api.brain-map.org/grid_data/download/73615550?include=energy,11551,150
Adra2b,sagittal,80525494,http://api.brain-map.org/grid_data/download/80525494?include=energy,11552,151
Adra2b,coronal,74724532,http://api.brain-map.org/grid_data/download/74724532?include=energy,11552,151
Adra2c,sagittal,70723357,http://api.brain-map.org/grid_data/download/70723357?include=energy,11553,152
Adrb1,coronal,77340494,http://api.brain-map.org/grid_data/download/77340494?include=energy,11554,153
Adrb1,sagittal,80472045,http://api.brain-map.org/grid_data/download/80472045?include=energy,11554,153
Adrb2,sagittal,68744522,http://api.brain-map.org/grid_data/download/68744522?include=energy,11555,154
Adrbk1,sagittal,71569304,http://api.brain-map.org/grid_data/download/71569304?include=energy,110355,156
Adrbk2,sagittal,77793203,http://api.brain-map.org/grid_data/download/77793203?include=energy,320129,157
Adrbk2,sagittal,69524392,http://api.brain-map.org/grid_data/download/69524392?include=energy,320129,157
Adrbk2,coronal,74724787,http://api.brain-map.org/grid_data/download/74724787?include=energy,320129,157
Adrm1,coronal,2019,http://api.brain-map.org/grid_data/download/2019?include=energy,56436,11047
Adrm1,sagittal,2020,http://api.brain-map.org/grid_data/download/2020?include=energy,56436,11047
Adsl,sagittal,641513,http://api.brain-map.org/grid_data/download/641513?include=energy,11564,158
Adss,sagittal,76003369,http://api.brain-map.org/grid_data/download/76003369?include=energy,11566,159
Adssl1,sagittal,71608530,http://api.brain-map.org/grid_data/download/71608530?include=energy,11565,122622
Adssl1,coronal,72104185,http://api.brain-map.org/grid_data/download/72104185?include=energy,11565,122622
Aebp1,sagittal,69524398,http://api.brain-map.org/grid_data/download/69524398?include=energy,11568,165
Aebp2,sagittal,68442859,http://api.brain-map.org/grid_data/download/68442859?include=energy,11569,121536
Aen,sagittal,70445467,http://api.brain-map.org/grid_data/download/70445467?include=energy,68048,64782
Aes,sagittal,69524404,http://api.brain-map.org/grid_data/download/69524404?include=energy,14797,166
AF067063,sagittal,70724541,http://api.brain-map.org/grid_data/download/70724541?include=energy,380878,NA
AF085738,sagittal,70230813,http://api.brain-map.org/grid_data/download/70230813?include=energy,192158,NA
AF119384,sagittal,70724547,http://api.brain-map.org/grid_data/download/70724547?include=energy,53620,10791
AF251705,sagittal,76097704,http://api.brain-map.org/grid_data/download/76097704?include=energy,140497,10871
AF366264,sagittal,70724553,http://api.brain-map.org/grid_data/download/70724553?include=energy,231201,NA
AF529169,coronal,73636152,http://api.brain-map.org/grid_data/download/73636152?include=energy,209743,23251
AF529169,sagittal,76003389,http://api.brain-map.org/grid_data/download/76003389?include=energy,209743,23251
Afap1,coronal,74425569,http://api.brain-map.org/grid_data/download/74425569?include=energy,70292,60312
Afap1,sagittal,69114938,http://api.brain-map.org/grid_data/download/69114938?include=energy,70292,60312
Afap1l1,sagittal,71158919,http://api.brain-map.org/grid_data/download/71158919?include=energy,106877,134265
Afap1l1,sagittal,77793205,http://api.brain-map.org/grid_data/download/77793205?include=energy,106877,134265
Afap1l2,sagittal,67764927,http://api.brain-map.org/grid_data/download/67764927?include=energy,226250,84632
Aff1,sagittal,71763480,http://api.brain-map.org/grid_data/download/71763480?include=energy,17355,4299
Aff1,sagittal,73870509,http://api.brain-map.org/grid_data/download/73870509?include=energy,17355,4299
Aff2,sagittal,76003633,http://api.brain-map.org/grid_data/download/76003633?include=energy,14266,NA
Aff3,sagittal,71656693,http://api.brain-map.org/grid_data/download/71656693?include=energy,16764,3899
Aff4,coronal,2363,http://api.brain-map.org/grid_data/download/2363?include=energy,93736,27125
Aff4,sagittal,2364,http://api.brain-map.org/grid_data/download/2364?include=energy,93736,27125
Afg3l1,sagittal,75831742,http://api.brain-map.org/grid_data/download/75831742?include=energy,114896,NA
Afg3l2,sagittal,70445568,http://api.brain-map.org/grid_data/download/70445568?include=energy,69597,10939
Afm,sagittal,74431098,http://api.brain-map.org/grid_data/download/74431098?include=energy,280662,173
Afp,sagittal,69524431,http://api.brain-map.org/grid_data/download/69524431?include=energy,11576,174
Aftph,sagittal,69835580,http://api.brain-map.org/grid_data/download/69835580?include=energy,216549,54812
Aga,sagittal,100144170,http://api.brain-map.org/grid_data/download/100144170?include=energy,11593,175
Agap1,sagittal,69548840,http://api.brain-map.org/grid_data/download/69548840?include=energy,347722,116987
Agap2,sagittal,73513639,http://api.brain-map.org/grid_data/download/73513639?include=energy,216439,116986
Agap3,sagittal,2090,http://api.brain-map.org/grid_data/download/2090?include=energy,213990,116988
Agap3,coronal,2089,http://api.brain-map.org/grid_data/download/2089?include=energy,213990,116988
Agbl1,sagittal,71580204,http://api.brain-map.org/grid_data/download/71580204?include=energy,244071,123624
Agbl2,sagittal,75931555,http://api.brain-map.org/grid_data/download/75931555?include=energy,271813,79841
Agbl3,sagittal,75863318,http://api.brain-map.org/grid_data/download/75863318?include=energy,76223,340351
Agbl4,sagittal,70218510,http://api.brain-map.org/grid_data/download/70218510?include=energy,78933,84871
Agbl5,sagittal,68862096,http://api.brain-map.org/grid_data/download/68862096?include=energy,231093,60509
Ager,sagittal,75988242,http://api.brain-map.org/grid_data/download/75988242?include=energy,11596,177
Agfg1,sagittal,69173488,http://api.brain-map.org/grid_data/download/69173488?include=energy,15463,3267
Agfg2,sagittal,67978673,http://api.brain-map.org/grid_data/download/67978673?include=energy,231801,3268
Aggf1,sagittal,75931434,http://api.brain-map.org/grid_data/download/75931434?include=energy,66549,55109
Agk,sagittal,70430680,http://api.brain-map.org/grid_data/download/70430680?include=energy,69923,55750
Agl,sagittal,76003446,http://api.brain-map.org/grid_data/download/76003446?include=energy,77559,178
Agmat,sagittal,73818841,http://api.brain-map.org/grid_data/download/73818841?include=energy,75986,79814
Agmo,sagittal,69448680,http://api.brain-map.org/grid_data/download/69448680?include=energy,319660,392636
Agpat1,sagittal,68269682,http://api.brain-map.org/grid_data/download/68269682?include=energy,55979,10554
Agpat2,sagittal,76080970,http://api.brain-map.org/grid_data/download/76080970?include=energy,67512,10555
Agpat3,coronal,85,http://api.brain-map.org/grid_data/download/85?include=energy,28169,56894
Agpat3,sagittal,86,http://api.brain-map.org/grid_data/download/86?include=energy,28169,56894
Agpat4,sagittal,69549632,http://api.brain-map.org/grid_data/download/69549632?include=energy,68262,56895
Agpat4,coronal,73718048,http://api.brain-map.org/grid_data/download/73718048?include=energy,68262,56895
Agpat5,sagittal,68637479,http://api.brain-map.org/grid_data/download/68637479?include=energy,52123,55326
Agpat6,sagittal,69080049,http://api.brain-map.org/grid_data/download/69080049?include=energy,102247,137964
Agpat9,sagittal,72006001,http://api.brain-map.org/grid_data/download/72006001?include=energy,231510,84803
Agphd1,sagittal,70719035,http://api.brain-map.org/grid_data/download/70719035?include=energy,235386,123688
Agps,coronal,74819325,http://api.brain-map.org/grid_data/download/74819325?include=energy,228061,8540
Agps,sagittal,69835611,http://api.brain-map.org/grid_data/download/69835611?include=energy,228061,8540
Agr2,sagittal,76135655,http://api.brain-map.org/grid_data/download/76135655?include=energy,23795,10551
Agr3,sagittal,74822939,http://api.brain-map.org/grid_data/download/74822939?include=energy,403205,155465
Agrn,coronal,73925722,http://api.brain-map.org/grid_data/download/73925722?include=energy,11603,375790
Agrn,sagittal,69524449,http://api.brain-map.org/grid_data/download/69524449?include=energy,11603,375790
Agrp,coronal,72283799,http://api.brain-map.org/grid_data/download/72283799?include=energy,11604,181
Agrp,sagittal,69524455,http://api.brain-map.org/grid_data/download/69524455?include=energy,11604,181
Agt,sagittal,88,http://api.brain-map.org/grid_data/download/88?include=energy,11606,183
Agt,coronal,87,http://api.brain-map.org/grid_data/download/87?include=energy,11606,183
Agtpbp1,sagittal,69524461,http://api.brain-map.org/grid_data/download/69524461?include=energy,67269,23287
Agtr1a,sagittal,2022,http://api.brain-map.org/grid_data/download/2022?include=energy,11607,185
Agtr1a,coronal,2021,http://api.brain-map.org/grid_data/download/2021?include=energy,11607,185
Agtr1b,sagittal,69236819,http://api.brain-map.org/grid_data/download/69236819?include=energy,11608,NA
Agtr1b,coronal,74724627,http://api.brain-map.org/grid_data/download/74724627?include=energy,11608,NA
Agtr2,sagittal,71608203,http://api.brain-map.org/grid_data/download/71608203?include=energy,11609,186
Agtrap,sagittal,69028581,http://api.brain-map.org/grid_data/download/69028581?include=energy,11610,57085
Agxt,sagittal,68499075,http://api.brain-map.org/grid_data/download/68499075?include=energy,11611,189
Agxt2,sagittal,74579461,http://api.brain-map.org/grid_data/download/74579461?include=energy,268782,64902
Agxt2l1,sagittal,75694250,http://api.brain-map.org/grid_data/download/75694250?include=energy,71760,64850
Agxt2l1,coronal,75079777,http://api.brain-map.org/grid_data/download/75079777?include=energy,71760,64850
Agxt2l2,sagittal,70543028,http://api.brain-map.org/grid_data/download/70543028?include=energy,72947,85007
Ahctf1,sagittal,75931435,http://api.brain-map.org/grid_data/download/75931435?include=energy,226747,25909
Ahcy,sagittal,68341495,http://api.brain-map.org/grid_data/download/68341495?include=energy,269378,191
Ahcy,sagittal,70919113,http://api.brain-map.org/grid_data/download/70919113?include=energy,269378,191
Ahcyl1,sagittal,69838759,http://api.brain-map.org/grid_data/download/69838759?include=energy,229709,10768
Ahcyl2,coronal,73929896,http://api.brain-map.org/grid_data/download/73929896?include=energy,74340,23382
Ahcyl2,sagittal,70205340,http://api.brain-map.org/grid_data/download/70205340?include=energy,74340,23382
Ahdc1,sagittal,74357718,http://api.brain-map.org/grid_data/download/74357718?include=energy,230793,27245
Ahi1,sagittal,69549642,http://api.brain-map.org/grid_data/download/69549642?include=energy,52906,54806
Ahnak,sagittal,70812687,http://api.brain-map.org/grid_data/download/70812687?include=energy,66395,79026
Ahnak,sagittal,68523294,http://api.brain-map.org/grid_data/download/68523294?include=energy,66395,79026
Ahr,sagittal,71380375,http://api.brain-map.org/grid_data/download/71380375?include=energy,11622,196
Ahrr,sagittal,75988244,http://api.brain-map.org/grid_data/download/75988244?include=energy,11624,57491
Ahsa1,sagittal,68161466,http://api.brain-map.org/grid_data/download/68161466?include=energy,217737,10598
Ahsa2,coronal,71358552,http://api.brain-map.org/grid_data/download/71358552?include=energy,268390,NA
Ahsa2,sagittal,68798436,http://api.brain-map.org/grid_data/download/68798436?include=energy,268390,NA
Ahsg,sagittal,68301306,http://api.brain-map.org/grid_data/download/68301306?include=energy,11625,197
Ahsp,sagittal,70239129,http://api.brain-map.org/grid_data/download/70239129?include=energy,170812,NA
AI118078,sagittal,71158982,http://api.brain-map.org/grid_data/download/71158982?include=energy,244886,123591
AI118078,sagittal,69524479,http://api.brain-map.org/grid_data/download/69524479?include=energy,244886,123591
AI182371,sagittal,71569325,http://api.brain-map.org/grid_data/download/71569325?include=energy,98870,NA
AI314976,sagittal,69169767,http://api.brain-map.org/grid_data/download/69169767?include=energy,106821,221443
AI316807,sagittal,71213081,http://api.brain-map.org/grid_data/download/71213081?include=energy,102032,114926
AI317395,sagittal,71656124,http://api.brain-map.org/grid_data/download/71656124?include=energy,215929,91749
AI413582,sagittal,68522518,http://api.brain-map.org/grid_data/download/68522518?include=energy,106672,NA
AI427809,sagittal,74430948,http://api.brain-map.org/grid_data/download/74430948?include=energy,381524,NA
AI428898,sagittal,71212563,http://api.brain-map.org/grid_data/download/71212563?include=energy,100115,NA
AI428936,sagittal,68498842,http://api.brain-map.org/grid_data/download/68498842?include=energy,233066,163183
AI450948,sagittal,69524539,http://api.brain-map.org/grid_data/download/69524539?include=energy,100041194,113146
AI450948,coronal,71250311,http://api.brain-map.org/grid_data/download/71250311?include=energy,100041194,113146
AI452102,sagittal,73818824,http://api.brain-map.org/grid_data/download/73818824?include=energy,319711,NA
AI464131,sagittal,69524572,http://api.brain-map.org/grid_data/download/69524572?include=energy,329828,57462
AI467606,sagittal,71656675,http://api.brain-map.org/grid_data/download/71656675?include=energy,101602,283897
AI480653,sagittal,68631844,http://api.brain-map.org/grid_data/download/68631844?include=energy,268880,152002
AI504432,sagittal,69524633,http://api.brain-map.org/grid_data/download/69524633?include=energy,229694,NA
AI506816,sagittal,70300192,http://api.brain-map.org/grid_data/download/70300192?include=energy,433855,NA
AI593442,sagittal,69526372,http://api.brain-map.org/grid_data/download/69526372?include=energy,330941,399947
AI593442,coronal,71250312,http://api.brain-map.org/grid_data/download/71250312?include=energy,330941,399947
AI597468,sagittal,73513392,http://api.brain-map.org/grid_data/download/73513392?include=energy,103266,90488
AI597479,sagittal,386254,http://api.brain-map.org/grid_data/download/386254?include=energy,98404,79074
AI606181,sagittal,69526384,http://api.brain-map.org/grid_data/download/69526384?include=energy,226118,NA
AI606473,sagittal,1469,http://api.brain-map.org/grid_data/download/1469?include=energy,99686,NA
AI606473,coronal,1468,http://api.brain-map.org/grid_data/download/1468?include=energy,99686,NA
AI646023,sagittal,69526390,http://api.brain-map.org/grid_data/download/69526390?include=energy,192734,388886
AI661453,sagittal,70565987,http://api.brain-map.org/grid_data/download/70565987?include=energy,224833,NA
AI836003,sagittal,69526408,http://api.brain-map.org/grid_data/download/69526408?include=energy,239650,387856
AI836003,sagittal,77793207,http://api.brain-map.org/grid_data/download/77793207?include=energy,239650,387856
AI836003,coronal,71250313,http://api.brain-map.org/grid_data/download/71250313?include=energy,239650,387856
AI837181,sagittal,634459,http://api.brain-map.org/grid_data/download/634459?include=energy,107242,83638
AI846148,sagittal,71492892,http://api.brain-map.org/grid_data/download/71492892?include=energy,68229,144097
AI848100,sagittal,69526420,http://api.brain-map.org/grid_data/download/69526420?include=energy,226551,51430
AI848100,coronal,71250314,http://api.brain-map.org/grid_data/download/71250314?include=energy,226551,51430
AI852640,sagittal,70230861,http://api.brain-map.org/grid_data/download/70230861?include=energy,668212,22979
AI852640,coronal,74958645,http://api.brain-map.org/grid_data/download/74958645?include=energy,668212,22979
AI854517,sagittal,70230867,http://api.brain-map.org/grid_data/download/70230867?include=energy,101694,NA
AI854703,sagittal,69288608,http://api.brain-map.org/grid_data/download/69288608?include=energy,243373,NA
AI987944,sagittal,73513398,http://api.brain-map.org/grid_data/download/73513398?include=energy,233168,NA
Aicda,sagittal,70230885,http://api.brain-map.org/grid_data/download/70230885?include=energy,11628,57379
Aida,sagittal,69095963,http://api.brain-map.org/grid_data/download/69095963?include=energy,108909,64853
Aif1,coronal,75080249,http://api.brain-map.org/grid_data/download/75080249?include=energy,11629,199
Aif1,sagittal,72081677,http://api.brain-map.org/grid_data/download/72081677?include=energy,11629,199
Aif1l,sagittal,67815543,http://api.brain-map.org/grid_data/download/67815543?include=energy,108897,83543
Aifm1,sagittal,513245,http://api.brain-map.org/grid_data/download/513245?include=energy,26926,9131
Aifm2,sagittal,71656094,http://api.brain-map.org/grid_data/download/71656094?include=energy,71361,84883
Aifm3,coronal,74724774,http://api.brain-map.org/grid_data/download/74724774?include=energy,72168,150209
Aifm3,sagittal,69407254,http://api.brain-map.org/grid_data/download/69407254?include=energy,72168,150209
Aig1,sagittal,68797499,http://api.brain-map.org/grid_data/download/68797499?include=energy,66253,51390
Aim1,sagittal,69526450,http://api.brain-map.org/grid_data/download/69526450?include=energy,11630,202
Aim1,coronal,71250315,http://api.brain-map.org/grid_data/download/71250315?include=energy,11630,202
Aim1l,sagittal,71574377,http://api.brain-map.org/grid_data/download/71574377?include=energy,230806,55057
Aimp1,sagittal,73573163,http://api.brain-map.org/grid_data/download/73573163?include=energy,13722,9255
Aimp2,sagittal,67814204,http://api.brain-map.org/grid_data/download/67814204?include=energy,231872,7965
Aip,sagittal,69526456,http://api.brain-map.org/grid_data/download/69526456?include=energy,11632,9049
Aipl1,sagittal,79360276,http://api.brain-map.org/grid_data/download/79360276?include=energy,114230,23746
Aire,sagittal,1328,http://api.brain-map.org/grid_data/download/1328?include=energy,11634,326
Aire,coronal,1327,http://api.brain-map.org/grid_data/download/1327?include=energy,11634,326
Airn,sagittal,74509458,http://api.brain-map.org/grid_data/download/74509458?include=energy,104103,NA
Airn,sagittal,71991929,http://api.brain-map.org/grid_data/download/71991929?include=energy,104103,NA
Ajap1,sagittal,71211722,http://api.brain-map.org/grid_data/download/71211722?include=energy,230959,55966
Ajap1,sagittal,70295906,http://api.brain-map.org/grid_data/download/70295906?include=energy,230959,55966
Ajap1,coronal,71717560,http://api.brain-map.org/grid_data/download/71717560?include=energy,230959,55966
Ak1,sagittal,70919352,http://api.brain-map.org/grid_data/download/70919352?include=energy,11636,203
Ak1,coronal,77414110,http://api.brain-map.org/grid_data/download/77414110?include=energy,11636,203
Ak1,sagittal,72710,http://api.brain-map.org/grid_data/download/72710?include=energy,11636,203
AK129341,sagittal,69526492,http://api.brain-map.org/grid_data/download/69526492?include=energy,234915,57562
Ak2,sagittal,75694367,http://api.brain-map.org/grid_data/download/75694367?include=energy,11637,204
Ak3,sagittal,70429160,http://api.brain-map.org/grid_data/download/70429160?include=energy,56248,50808
Ak4,sagittal,73497259,http://api.brain-map.org/grid_data/download/73497259?include=energy,11639,205
Ak4,coronal,74641312,http://api.brain-map.org/grid_data/download/74641312?include=energy,11639,205
Ak5,sagittal,71808699,http://api.brain-map.org/grid_data/download/71808699?include=energy,229949,26289
Ak7,sagittal,73870575,http://api.brain-map.org/grid_data/download/73870575?include=energy,78801,122481
Ak7,sagittal,73870641,http://api.brain-map.org/grid_data/download/73870641?include=energy,78801,122481
